Education,Income,Kidhome,Marital_Status,NumDealsPurchases,Recency,Teenhome,Year_Birth,Succesful_cmp,Months_After_2012
2,80685.0,0,2,1,55,0,1994,0,8
4,40344.0,0,3,2,48,1,1974,0,22
2,62710.0,0,3,4,53,1,1972,0,17
1,48985.0,0,3,1,13,1,1968,0,17
2,35322.0,1,2,3,34,2,1968,0,8
2,77142.0,0,3,1,54,0,1948,0,17
2,81657.0,0,0,1,69,0,1969,0,25
0,14421.0,0,3,1,81,0,1996,3,26
1,20130.0,0,3,1,99,0,1974,0,27
4,74214.0,0,3,1,3,0,1990,0,8
3,66726.0,1,3,3,61,1,1957,4,36
0,23724.0,1,2,2,65,0,1979,0,20
3,47353.0,0,3,3,93,1,1960,0,23
3,33444.0,1,3,1,24,1,1952,0,3
2,54386.0,0,3,2,8,1,1981,0,17
2,28510.0,1,1,3,72,1,1981,0,16
3,90638.0,0,0,1,29,0,1991,5,26
2,48070.0,0,2,3,33,1,1950,0,13
2,43140.0,0,3,1,68,1,1957,0,17
4,54959.0,0,1,3,55,1,1961,4,13
0,15056.0,1,0,5,76,1,1958,0,15
2,26954.0,1,0,1,17,0,1971,0,32
2,22327.0,1,0,1,94,0,1985,0,14
2,44393.0,1,3,2,86,1,1965,0,20
4,62000.0,0,0,1,25,1,1952,1,20
4,31497.0,0,2,2,22,1,1962,0,6
1,45894.0,0,3,1,15,2,1974,0,26
3,78579.0,0,1,1,35,0,1970,0,12
3,67369.0,0,1,4,81,1,1969,4,11
2,58401.0,0,1,1,55,1,1960,0,28
2,62307.0,0,0,1,94,1,1952,0,26
3,43641.0,1,3,3,50,1,1969,0,16
3,63841.0,0,1,1,64,1,1968,0,16
1,46891.0,0,3,1,91,1,1965,0,13
3,70091.0,1,3,2,11,0,1969,4,15
4,78075.0,0,3,1,72,0,1972,0,29
1,59184.0,0,1,3,6,1,1961,0,9
2,54809.0,1,3,4,0,1,1977,0,23
2,58113.0,0,3,3,66,1,1959,0,13
3,51412.0,0,3,2,42,1,1958,0,24
2,15287.0,1,1,2,60,0,1979,3,10
3,66636.0,0,2,1,64,0,1957,0,20
3,50965.0,0,3,3,87,1,1956,3,14
4,84618.0,0,3,1,96,0,1965,5,23
2,18351.0,0,3,1,1,0,1990,0,22
4,40451.0,0,2,1,54,2,1957,3,26
2,36317.0,0,2,2,53,1,1965,0,17
2,42213.0,0,2,2,96,1,1957,4,24
2,65748.0,0,2,2,58,1,1955,0,16
2,77044.0,0,2,2,12,1,1972,3,22
2,74918.0,0,2,1,78,0,1969,5,24
2,56721.0,1,3,5,64,1,1972,0,10
2,42160.0,1,0,4,26,1,1975,0,18
2,61559.0,0,0,1,8,1,1965,0,19
4,33629.0,1,2,5,49,1,1963,0,8
4,68682.0,0,2,1,56,0,1991,0,18
2,34377.0,0,0,2,55,1,1963,0,13
0,8940.0,1,0,3,25,0,1986,0,8
2,26228.0,1,3,1,50,0,1973,0,21
1,77297.0,0,1,1,84,0,1957,1,13
2,40211.0,1,3,2,30,1,1981,3,19
4,33438.0,1,1,4,81,1,1958,0,21
4,75032.0,0,3,2,74,1,1959,0,16
4,61284.0,0,0,1,76,0,1955,4,24
2,22518.0,1,3,2,36,0,1986,3,10
3,54730.0,0,3,5,64,1,1975,0,20
3,38452.0,1,3,3,62,1,1955,0,27
2,44421.0,1,1,5,53,1,1971,0,14
4,38197.0,1,2,1,86,0,1986,0,18
2,41986.0,0,1,3,15,1,1978,0,33
2,28427.0,1,2,2,67,0,1983,0,15
4,37395.0,1,2,1,47,0,1976,0,26
2,64722.0,1,3,4,47,0,1971,0,29
3,55249.0,0,2,1,81,1,1956,0,28
2,84906.0,0,2,1,98,0,1972,2,16
2,28691.0,1,3,1,56,0,1989,0,16
2,44213.0,1,0,4,48,1,1952,0,23
0,25707.0,1,0,1,18,0,1984,0,25
4,59062.0,2,3,2,74,1,1967,0,15
2,76624.0,0,0,1,68,1,1962,3,29
3,66000.0,0,2,1,36,0,1947,0,28
4,27683.0,1,2,4,90,0,1978,0,4
2,1730.0,0,1,15,65,0,1971,0,29
0,7500.0,1,0,4,63,0,1992,0,3
2,40521.0,1,2,1,82,1,1968,0,17
4,20427.0,1,2,1,63,0,1973,0,27
2,65106.0,0,3,3,55,1,1975,4,29
4,69969.0,0,3,1,64,0,1965,1,20
2,67433.0,0,3,4,51,2,1952,4,19
4,77766.0,0,3,2,97,1,1967,3,14
2,74716.0,0,3,2,92,1,1972,0,24
2,68118.0,0,1,2,51,1,1963,0,22
4,55158.0,1,3,4,72,1,1970,0,7
1,62972.0,0,3,2,39,1,1955,0,3
2,74190.0,0,3,2,49,1,1975,0,36
2,39356.0,1,3,1,21,1,1976,3,27
2,76653.0,0,2,1,91,0,1969,1,20
4,35860.0,1,1,2,37,1,1973,3,29
4,90687.0,0,1,1,98,0,1983,5,17
3,73450.0,0,2,1,85,0,1982,1,17
2,31454.0,1,3,3,40,1,1960,0,18
2,47139.0,1,0,2,2,1,1952,0,30
2,83829.0,0,1,0,78,0,1975,1,20
4,53378.0,1,3,10,41,1,1963,0,9
2,19656.0,1,2,3,94,0,1970,0,20
4,45579.0,0,3,1,10,1,1948,0,20
1,85485.0,0,0,1,73,0,1958,0,30
2,55956.0,0,3,2,22,0,1944,4,31
3,64191.0,0,0,3,30,1,1963,0,13
2,38808.0,1,0,4,21,0,1972,3,8
3,57183.0,1,3,8,51,1,1966,0,15
3,23748.0,1,1,3,97,0,1968,0,11
2,66303.0,0,3,4,56,1,1971,4,14
3,37368.0,1,3,1,4,0,1975,3,24
2,40800.0,1,3,2,77,2,1964,0,13
2,71847.0,0,1,0,95,0,1978,1,9
2,46149.0,0,3,5,36,1,1975,0,23
2,78687.0,0,2,1,13,0,1983,5,9
1,49118.0,0,1,2,90,0,1971,2,8
4,37633.0,1,3,2,49,1,1957,0,9
3,39767.0,0,2,2,18,0,1951,0,19
0,26997.0,0,3,2,89,0,1951,0,5
2,33986.0,1,1,1,43,0,1970,0,15
4,57091.0,0,3,2,82,1,1972,4,11
1,46831.0,1,3,2,84,1,1969,0,20
3,83151.0,0,3,1,80,0,1972,1,22
2,52531.0,0,3,2,68,0,1971,0,12
2,15759.0,0,3,1,12,0,1956,0,17
2,22804.0,1,0,1,75,0,1971,0,19
1,43050.0,1,3,2,10,0,1973,0,27
4,42997.0,1,0,1,91,1,1977,0,19
4,48918.0,1,0,2,21,1,1963,0,36
3,60033.0,0,2,2,28,1,1954,0,27
4,34043.0,1,2,1,97,0,1978,0,22
2,57811.0,0,2,5,49,1,1966,4,18
2,78569.0,0,3,1,14,0,1946,5,26
2,7500.0,1,0,4,5,1,1978,0,12
3,157733.0,1,2,0,37,0,1971,0,16
2,94384.0,0,2,0,62,0,1953,1,16
1,23148.0,0,3,1,83,0,1985,0,26
2,44267.0,1,1,5,48,1,1970,0,14
2,71626.0,0,3,1,94,0,1979,4,1
2,60894.0,0,2,5,61,1,1966,0,18
2,50200.0,1,2,6,70,1,1976,0,15
4,81051.0,0,3,1,43,0,1965,4,29
2,65169.0,0,3,1,23,0,1982,1,25
2,59868.0,0,2,7,37,1,1972,0,19
4,65695.0,0,3,2,50,1,1960,0,25
3,64857.0,0,0,1,78,0,1956,0,11
3,45143.0,0,2,3,74,1,1965,0,20
1,74805.0,0,2,5,14,1,1955,0,18
1,59060.0,1,3,3,77,0,1989,0,35
4,27238.0,1,0,3,39,1,1962,0,16
2,47009.0,0,2,4,89,1,1965,0,13
1,46094.0,1,3,1,62,1,1973,0,34
2,40321.0,1,3,2,59,1,1972,0,19
2,37235.0,1,2,1,68,0,1984,0,25
3,81843.0,0,3,1,13,0,1960,0,16
3,46692.0,0,2,3,37,1,1958,0,18
2,77382.0,0,2,2,36,1,1968,5,31
2,37774.0,2,0,4,28,0,1977,3,3
0,18393.0,1,3,2,2,0,1974,0,27
3,72828.0,0,3,6,17,1,1962,0,14
2,24711.0,0,3,1,86,0,1982,0,28
4,45503.0,1,3,1,54,0,1975,0,21
3,6560.0,0,0,0,2,0,1982,0,24
4,71604.0,0,2,1,3,0,1945,3,23
2,27244.0,1,3,2,84,0,1979,0,31
2,48752.0,1,3,5,8,1,1969,0,12
2,71434.0,0,3,3,4,1,1962,1,21
2,90842.0,0,0,1,57,0,1948,0,19
3,88097.0,1,3,1,24,0,1978,1,8
2,51948.0,0,3,2,51,1,1975,0,21
2,71853.0,0,2,1,29,0,1982,0,20
3,35876.0,0,3,1,13,0,1983,0,28
2,40049.0,0,1,1,23,1,1952,0,22
2,39660.0,1,0,3,36,0,1982,0,8
2,50127.0,0,2,1,88,1,1962,4,29
3,43263.0,0,3,3,2,1,1977,0,11
3,62845.0,1,3,11,3,1,1949,4,1
2,18929.0,0,3,1,15,0,1990,0,14
0,24367.0,1,0,1,58,0,1982,0,15
2,33249.0,1,0,2,11,0,1975,0,14
1,26887.0,0,3,1,27,1,1959,0,22
4,50150.0,0,3,2,32,0,1983,0,18
2,62061.0,0,2,3,12,1,1976,4,20
4,85696.0,0,1,1,88,0,1962,0,15
4,76542.0,0,2,1,91,0,1956,0,15
2,70515.0,0,0,1,12,0,1993,0,22
2,18227.0,1,2,1,21,0,1987,0,8
2,69139.0,0,3,1,23,1,1965,0,25
2,69109.0,0,3,1,10,0,1982,5,9
2,69627.0,0,0,2,35,1,1962,0,15
2,38136.0,1,3,2,69,0,1978,3,16
4,62159.0,0,0,1,68,0,1946,0,28
2,80695.0,0,0,1,85,0,1963,0,24
3,33316.0,1,0,3,34,1,1971,0,16
2,58554.0,1,2,6,55,1,1968,0,9
0,17256.0,1,3,2,10,0,1992,3,23
2,53034.0,1,1,8,30,1,1974,0,17
1,52203.0,0,2,1,36,0,1950,0,7
1,59601.0,0,1,4,14,1,1977,4,19
3,75154.0,0,0,1,79,1,1958,0,4
2,47025.0,0,0,3,52,1,1976,0,19
2,37971.0,1,3,1,97,0,1973,0,23
3,41335.0,1,1,3,24,0,1968,0,24
2,67267.0,0,3,1,0,1,1958,0,29
2,57338.0,0,0,2,96,1,1975,0,28
1,50523.0,1,2,2,89,1,1960,0,24
3,35791.0,2,0,2,94,1,1965,0,18
4,50611.0,0,1,6,98,1,1960,4,4
4,56242.0,0,3,5,72,1,1969,0,15
2,48904.0,0,0,4,1,1,1960,0,2
2,56243.0,1,0,6,26,2,1975,0,24
2,21355.0,1,3,2,5,0,1985,3,20
3,57420.0,0,2,3,22,1,1971,4,18
3,,0,2,2,39,1,1970,0,13
3,46390.0,0,1,1,56,1,1955,0,29
1,54342.0,1,2,4,74,1,1956,0,15
2,,1,2,1,87,1,1958,0,3
1,,1,0,1,49,1,1964,0,36
2,20895.0,1,3,1,24,0,1973,0,6
2,92344.0,0,3,0,9,0,1948,3,25
4,,1,2,1,17,0,1972,0,26
1,26907.0,1,2,2,10,1,1976,0,20
2,44964.0,1,2,1,35,1,1980,0,12
2,75507.0,0,2,1,56,0,1979,0,26
3,53761.0,1,3,6,7,1,1972,0,23
2,22682.0,1,2,3,51,0,1973,0,15
4,38887.0,1,2,1,17,0,1972,0,26
1,41658.0,1,0,2,30,1,1975,0,9
4,29791.0,1,3,2,21,0,1972,0,29
3,63915.0,0,3,2,2,2,1956,0,19
2,39996.0,1,1,1,85,1,1974,0,29
2,26759.0,1,1,2,65,0,1972,0,31
3,63841.0,0,1,1,64,1,1968,0,16
4,51039.0,1,3,2,11,1,1969,0,10
2,60544.0,1,3,4,92,1,1961,0,8
2,65685.0,0,3,1,54,1,1972,0,27
2,37716.0,0,3,2,4,1,1953,0,28
2,36864.0,0,0,3,53,1,1957,0,8
3,44511.0,1,3,6,39,0,1970,0,12
4,36947.0,1,3,4,49,1,1967,0,7
3,47352.0,0,2,4,70,1,1951,0,23
3,67087.0,0,3,2,40,1,1953,0,24
2,57045.0,0,3,3,40,1,1950,0,8
4,36957.0,1,1,4,43,1,1953,0,6
4,69389.0,0,3,1,17,1,1977,0,9
2,80134.0,1,3,2,40,0,1972,1,17
3,43142.0,1,3,1,84,1,1969,0,26
2,80589.0,0,3,1,25,0,1944,1,25
2,34412.0,1,0,3,62,0,1990,0,14
2,57537.0,1,0,4,83,0,1979,0,22
0,22634.0,0,2,1,47,0,1966,0,13
2,51315.0,0,2,1,45,0,1948,0,26
2,36026.0,2,3,2,34,1,1972,0,27
2,24639.0,1,3,3,3,1,1973,0,25
4,34578.0,2,2,1,1,1,1972,0,35
1,65704.0,0,0,1,18,0,1972,0,22
2,63810.0,0,0,4,45,1,1966,4,11
4,54132.0,0,2,1,81,1,1969,0,26
2,18690.0,0,3,1,77,0,1959,0,12
2,28164.0,1,3,3,23,0,1970,0,16
4,34596.0,1,3,1,48,0,1974,0,16
4,43269.0,1,3,1,61,0,1972,0,21
1,38741.0,1,0,2,60,1,1958,0,27
2,31907.0,0,0,1,75,0,1972,0,16
3,27100.0,1,3,1,64,0,1983,0,17
1,31163.0,1,1,1,54,0,1973,0,26
2,92533.0,0,3,1,84,0,1985,1,24
2,34853.0,1,0,2,75,1,1973,0,24
2,70844.0,1,1,5,16,1,1967,0,22
1,31086.0,1,3,2,79,1,1979,3,16
2,60544.0,1,3,4,92,1,1961,0,8
1,20491.0,0,2,1,16,0,1986,0,13
2,42523.0,0,3,1,96,0,1964,0,28
2,39922.0,1,3,2,30,0,1983,0,14
2,33402.0,1,2,3,60,1,1952,0,19
3,36408.0,1,3,1,11,1,1949,0,21
2,21645.0,1,2,3,75,0,1979,0,3
3,78427.0,0,1,3,36,0,1948,1,10
2,82657.0,0,2,1,71,0,1946,1,21
2,51876.0,0,3,1,88,0,1958,0,22
1,78041.0,0,3,1,93,0,1971,0,12
2,52852.0,0,3,4,93,1,1957,3,1
4,70038.0,0,2,1,54,0,1982,0,22
1,69401.0,0,2,4,41,1,1973,0,27
2,46053.0,1,2,3,46,0,1972,0,14
2,77343.0,0,3,1,28,0,1965,0,33
2,73892.0,0,0,1,40,0,1953,0,23
4,40304.0,1,0,1,82,0,1967,0,21
4,32727.0,0,2,2,38,0,1965,0,8
2,68695.0,0,2,1,3,0,1969,0,30
2,43300.0,0,1,3,87,1,1971,0,10
2,26290.0,1,2,4,49,1,1972,0,24
2,93790.0,0,0,0,16,0,1970,1,36
4,38410.0,0,3,2,65,0,1974,0,9
3,64866.0,0,1,4,9,1,1950,4,25
2,57957.0,0,2,7,24,1,1959,0,20
4,46015.0,1,2,1,25,1,1955,2,28
2,16531.0,1,2,3,43,0,1978,0,30
3,28072.0,1,3,1,10,0,1986,0,20
3,49476.0,0,1,4,29,1,1963,0,18
2,50725.0,0,3,4,45,1,1953,0,14
2,83844.0,0,2,1,57,0,1952,5,24
4,41145.0,1,3,1,20,1,1950,0,32
2,67419.0,0,2,4,29,1,1970,0,13
1,23162.0,1,3,3,82,1,1970,0,24
2,34380.0,1,3,4,68,0,1977,0,14
2,34704.0,0,0,1,65,1,1966,0,16
4,94871.0,0,3,1,99,2,1969,4,1
2,65148.0,0,3,2,9,1,1958,0,11
2,39898.0,0,2,2,20,1,1954,0,24
3,64857.0,0,0,1,78,0,1956,0,11
4,59892.0,0,3,1,26,1,1970,0,14
3,41020.0,0,0,1,68,0,1987,0,22
4,57072.0,0,3,2,79,1,1961,3,25
2,60474.0,0,0,7,25,1,1979,0,13
2,62807.0,0,2,3,83,1,1960,0,8
1,19414.0,1,2,1,32,0,1981,0,22
2,19107.0,1,3,2,49,0,1980,0,20
1,75484.0,0,2,2,50,1,1976,0,2
3,70379.0,0,0,3,84,1,1976,0,15
3,79419.0,0,2,1,96,0,1970,0,30
4,64014.0,2,2,7,56,1,1946,1,34
2,76998.0,0,3,2,85,1,1955,5,23
3,49854.0,1,2,5,63,0,1972,0,22
4,60585.0,1,3,10,17,1,1971,0,18
4,42873.0,1,1,4,11,1,1950,0,13
2,87679.0,0,2,1,62,0,1988,1,19
2,57867.0,1,2,7,48,0,1978,0,13
2,35765.0,1,3,2,86,0,1990,0,23
2,65492.0,0,3,2,73,0,1959,0,25
2,32952.0,1,1,1,36,0,1977,0,13
4,53374.0,0,2,6,34,1,1969,3,8
2,71706.0,0,2,4,16,1,1959,0,11
2,68487.0,0,3,1,48,0,1988,0,13
3,53253.0,1,2,7,61,1,1975,0,23
1,31163.0,1,1,1,54,0,1973,0,26
2,42014.0,1,3,6,56,0,1977,0,8
3,54108.0,1,3,13,74,1,1973,0,5
4,49667.0,0,0,2,35,0,1955,3,8
3,63206.0,0,3,1,65,0,1974,5,27
3,57136.0,1,3,9,48,1,1972,0,21
1,46772.0,0,2,6,88,1,1975,3,7
4,78931.0,0,3,1,19,0,1971,0,22
2,53977.0,0,2,5,21,1,1958,0,20
2,84219.0,0,3,1,27,0,1988,0,26
3,46098.0,1,0,4,86,1,1975,0,8
2,73538.0,0,3,3,92,1,1965,0,11
2,79529.0,0,3,1,1,0,1986,0,28
1,20981.0,0,2,1,14,0,1977,0,16
2,51766.0,1,0,2,74,0,1980,0,35
2,55759.0,0,3,5,84,1,1962,0,11
2,33039.0,1,3,1,4,0,1978,0,21
3,37787.0,1,3,1,50,0,1972,0,21
2,27242.0,1,0,2,2,0,1970,0,11
4,87188.0,0,0,1,73,0,1983,0,15
2,69930.0,0,2,1,21,0,1971,0,17
2,37697.0,1,0,1,82,0,1976,0,31
4,37401.0,1,3,2,14,0,1973,0,30
2,3502.0,1,0,0,56,0,1973,0,16
2,58597.0,1,3,12,20,1,1976,0,11
4,82032.0,0,1,0,54,0,1948,0,29
2,28087.0,1,2,3,77,1,1958,0,11
4,74004.0,0,0,1,5,0,1987,1,26
2,19740.0,0,2,2,65,1,1960,0,15
1,57036.0,0,3,4,33,1,1975,3,11
1,53083.0,1,2,6,65,1,1958,4,17
4,69283.0,0,3,4,41,1,1975,0,30
3,46098.0,1,0,4,86,1,1975,0,8
1,23331.0,1,3,2,92,0,1988,0,4
1,23331.0,1,0,6,97,0,1988,0,5
2,9255.0,1,0,1,91,0,1989,0,24
4,67786.0,0,1,1,0,0,1959,0,19
4,71969.0,0,3,3,59,1,1971,4,10
3,59235.0,1,0,3,4,0,1967,0,24
2,31928.0,1,2,2,5,0,1989,0,27
3,74881.0,1,2,4,48,1,1961,0,20
2,65819.0,0,3,1,99,0,1978,0,11
4,51411.0,1,0,1,81,2,1953,0,17
2,51983.0,0,1,3,95,1,1964,0,8
3,42386.0,1,2,1,43,0,1986,0,13
1,30390.0,0,3,1,5,0,1987,0,14
2,30983.0,0,0,1,50,0,1963,0,9
2,66033.0,0,1,2,76,1,1957,0,13
1,37284.0,1,3,1,46,1,1975,0,15
3,57530.0,0,1,1,68,1,1951,0,24
1,76800.0,0,3,1,33,0,1965,0,32
2,63943.0,0,3,1,50,1,1956,0,2
2,76081.0,0,2,1,85,0,1962,1,29
2,67445.0,0,3,5,63,1,1974,0,12
3,37054.0,1,3,2,89,1,1967,0,21
3,47175.0,1,2,7,81,1,1962,3,10
2,31859.0,1,1,1,77,0,1976,0,18
2,27215.0,2,1,4,50,1,1961,0,13
4,70179.0,0,1,3,10,1,1976,0,19
2,39922.0,1,3,2,30,0,1983,0,14
3,49681.0,0,3,6,66,2,1976,0,16
2,24645.0,1,3,1,16,0,1988,0,1
2,79865.0,0,1,1,12,1,1954,0,30
2,44322.0,1,3,2,30,0,1985,0,30
2,47958.0,0,0,2,8,1,1952,0,13
3,63972.0,0,0,4,93,1,1964,4,2
2,75315.0,0,2,2,14,1,1954,0,28
4,55517.0,1,3,5,53,1,1950,0,9
4,75283.0,1,3,11,26,2,1957,0,15
4,82800.0,0,0,1,23,0,1946,1,11
2,38998.0,1,3,3,92,1,1954,0,3
3,90638.0,0,0,1,29,0,1991,5,26
3,27161.0,1,3,1,41,0,1986,0,22
2,42014.0,1,3,6,56,0,1977,0,8
4,38201.0,0,2,4,19,1,1960,0,15
2,45203.0,2,2,1,4,0,1982,0,27
4,81574.0,0,2,1,89,0,1947,4,28
2,34935.0,0,3,1,71,0,1992,0,18
3,60482.0,0,0,1,81,1,1976,0,13
2,34633.0,2,2,1,31,1,1956,0,25
3,78093.0,0,2,1,53,0,1947,0,23
2,82460.0,0,1,1,78,0,1950,0,14
3,45903.0,0,2,2,80,1,1966,0,28
2,81361.0,0,1,1,18,0,1987,0,26
4,35860.0,1,1,2,37,1,1973,3,29
3,40442.0,1,2,4,52,1,1952,0,8
2,61482.0,0,3,1,39,0,1965,0,30
2,34968.0,1,3,7,11,0,1980,0,22
2,75794.0,0,3,1,33,0,1987,1,24
4,31497.0,0,2,2,22,1,1962,0,6
2,74268.0,0,3,1,83,0,1955,0,14
0,13724.0,1,2,1,43,0,1988,3,8
3,45143.0,0,2,3,74,1,1965,0,20
4,52569.0,0,0,1,54,1,1967,0,29
4,48432.0,0,0,5,3,1,1973,0,10
3,17144.0,1,2,5,96,1,1960,0,26
2,36108.0,1,0,3,68,0,1984,3,22
2,76445.0,1,3,1,2,0,1971,0,9
4,36663.0,1,3,1,40,0,1975,0,28
3,53843.0,0,3,4,64,1,1965,0,18
3,90226.0,0,3,1,26,0,1956,1,9
3,70638.0,0,1,1,69,0,1955,4,13
2,44512.0,1,2,2,57,1,1960,0,20
2,27116.0,1,3,2,78,1,1961,0,26
4,54072.0,1,3,1,71,1,1963,0,19
2,71855.0,0,3,4,59,1,1977,0,13
1,51250.0,1,0,5,28,0,1990,3,15
3,60432.0,0,3,5,61,1,1973,0,33
4,65526.0,0,3,1,22,1,1964,0,35
2,68655.0,0,0,1,95,0,1988,0,10
1,12393.0,0,3,1,38,0,1978,0,4
2,64509.0,0,0,1,19,0,1990,3,20
2,33955.0,1,0,4,92,0,1975,0,21
2,31353.0,1,3,2,24,1,1977,0,24
2,55434.0,1,3,3,21,0,1984,0,17
2,28359.0,1,2,1,35,0,1983,0,22
2,57100.0,1,0,2,9,0,1987,0,29
2,69139.0,0,3,1,23,1,1965,0,25
3,52973.0,0,3,7,92,1,1956,0,8
4,51717.0,0,2,1,55,1,1965,4,20
2,18793.0,1,3,3,14,0,1971,0,24
1,66664.0,0,2,1,78,0,1982,0,9
2,50664.0,1,0,9,64,1,1959,0,13
2,54414.0,1,2,4,49,1,1963,0,13
4,54549.0,0,3,2,8,1,1952,0,27
4,47111.0,0,1,6,35,1,1971,0,8
4,41003.0,0,1,1,11,0,1963,0,15
2,19444.0,1,2,3,8,0,1982,0,26
1,36301.0,1,2,1,53,0,1976,0,22
4,73059.0,0,2,1,36,1,1947,0,20
4,42731.0,1,2,3,64,0,1969,0,22
4,52854.0,1,3,2,43,1,1959,0,27
2,22775.0,1,2,1,40,0,1978,0,18
4,46681.0,0,2,2,52,2,1948,0,20
4,59821.0,0,3,6,11,1,1955,0,24
2,50002.0,0,1,2,21,1,1954,0,18
2,69755.0,0,3,1,23,0,1945,0,14
2,44078.0,1,3,2,17,1,1969,0,30
3,30560.0,1,2,1,6,0,1976,0,18
3,35924.0,1,2,1,56,1,1969,0,27
4,64140.0,0,1,5,71,2,1964,2,21
2,56386.0,1,2,8,51,1,1981,0,10
0,24594.0,1,2,1,94,0,1979,0,22
1,75774.0,1,2,1,27,0,1981,0,26
3,39228.0,0,1,1,1,0,1960,0,22
3,58494.0,0,3,2,56,1,1974,0,24
2,58684.0,0,0,1,71,0,1981,4,30
2,57136.0,0,1,1,18,0,1967,0,17
4,56551.0,1,1,3,48,1,1950,0,31
2,22448.0,1,3,3,86,0,1982,0,26
2,82014.0,0,0,1,48,0,1961,0,8
2,34213.0,1,1,3,2,1,1963,0,7
2,157146.0,0,2,0,13,0,1977,0,16
4,25358.0,0,1,2,57,1,1947,0,19
3,35544.0,1,0,1,77,0,1978,0,32
3,36634.0,0,2,3,0,1,1954,0,17
4,62670.0,0,3,1,57,1,1954,0,26
1,50334.0,0,2,6,24,1,1972,0,19
2,72066.0,0,0,1,55,0,1981,1,30
4,50729.0,1,0,9,62,1,1958,0,14
2,34916.0,2,2,4,89,0,1968,0,17
2,64892.0,0,1,2,77,1,1976,0,29
2,43602.0,1,0,3,45,1,1966,0,34
4,33996.0,0,0,1,46,0,1989,0,23
1,41473.0,1,0,1,80,0,1985,0,18
4,63246.0,0,3,1,60,2,1967,0,20
4,36732.0,1,3,3,71,1,1959,0,24
4,69084.0,1,3,2,43,0,1970,0,23
4,77766.0,0,3,2,97,1,1967,3,14
4,37929.0,0,0,2,49,0,1985,1,19
2,86610.0,0,2,1,66,0,1951,0,17
3,80141.0,0,3,1,20,0,1986,5,23
1,72635.0,0,3,1,54,0,1955,1,15
2,69016.0,0,3,4,61,1,1970,0,11
1,20193.0,0,2,1,18,0,1991,0,11
2,27573.0,1,3,4,45,0,1975,0,15
0,15862.0,1,0,1,26,0,1979,0,18
4,49544.0,1,3,2,0,0,1976,0,24
2,33228.0,1,3,1,28,0,1980,0,25
2,70440.0,0,2,1,49,0,1978,1,20
2,38232.0,1,2,4,84,1,1971,0,25
4,22554.0,1,3,4,38,1,1955,0,3
4,23536.0,1,3,1,53,0,1983,0,28
2,49413.0,0,3,2,88,1,1952,0,22
2,42231.0,1,3,1,99,1,1969,0,27
3,78789.0,0,1,1,12,0,1980,0,8
2,56534.0,0,2,4,35,1,1968,2,19
2,58350.0,0,0,4,5,1,1971,0,16
2,81217.0,0,0,1,77,0,1989,0,19
2,49090.0,0,0,3,45,1,1951,0,19
3,61787.0,0,1,1,71,0,1987,0,18
4,18169.0,1,3,1,40,0,1985,0,14
1,24336.0,1,0,1,82,0,1981,0,8
2,18222.0,0,3,1,70,0,1990,0,12
2,62335.0,0,1,2,87,1,1952,0,17
1,42033.0,1,2,1,95,1,1971,0,9
4,86580.0,0,3,0,72,0,1983,5,14
4,41437.0,1,1,1,5,1,1957,0,9
3,73705.0,0,1,2,86,2,1951,0,29
2,61064.0,0,3,5,80,1,1976,0,8
3,38452.0,1,3,3,62,1,1955,0,27
2,18358.0,1,0,3,49,0,1989,0,23
4,55012.0,0,2,6,85,1,1973,0,27
0,9722.0,1,2,4,7,0,1973,0,2
4,38175.0,1,3,3,6,0,1984,0,21
3,58656.0,0,2,4,25,1,1956,5,9
2,52117.0,0,2,2,55,1,1965,0,8
2,64813.0,1,3,1,81,0,1978,0,26
4,54222.0,0,3,1,98,1,1973,0,25
2,83512.0,0,3,1,31,0,1986,1,30
3,77520.0,0,3,1,30,1,1959,1,20
2,41154.0,0,2,1,98,1,1978,0,21
2,80398.0,0,3,1,92,0,1966,5,10
0,18746.0,1,0,2,41,0,1992,0,29
2,35196.0,1,2,6,68,0,1984,0,11
2,60230.0,0,0,2,78,1,1956,0,17
2,22108.0,1,3,2,46,1,1977,0,32
2,44392.0,1,2,5,71,1,1974,0,17
4,55424.0,0,3,4,6,1,1976,3,11
2,17688.0,1,3,1,82,0,1979,0,13
4,92491.0,0,3,1,71,0,1983,1,13
2,90273.0,0,0,1,32,0,1991,1,24
4,82571.0,0,1,0,28,0,1962,5,26
4,38513.0,1,0,5,20,0,1982,0,25
3,16653.0,1,0,3,10,0,1979,0,28
2,42586.0,1,2,5,7,1,1955,0,10
0,23529.0,0,0,1,67,1,1965,0,19
3,74881.0,1,2,4,48,1,1961,0,20
2,71107.0,0,3,2,61,1,1951,0,14
4,46910.0,1,2,2,36,1,1964,0,27
2,18690.0,0,3,1,77,0,1959,0,12
2,37244.0,1,1,1,90,1,1955,3,16
2,82427.0,0,2,1,35,0,1966,5,36
1,75342.0,0,0,1,38,1,1958,0,18
2,70044.0,0,1,4,46,1,1954,0,14
2,79146.0,1,0,2,33,1,1967,0,28
2,77437.0,0,3,1,70,0,1963,5,23
2,54984.0,0,3,4,51,1,1959,1,29
4,42403.0,1,3,1,18,0,1971,0,23
2,55761.0,0,2,2,97,1,1964,4,28
2,37292.0,1,2,5,32,0,1983,0,16
4,45576.0,0,0,1,9,0,1945,0,29
2,70321.0,0,2,1,6,0,1947,0,13
